,descricao,Fraude
49,"


Correios - Pagamento Pendente
Logo Correios
<ID>
Barra de status personalizada

Postagem: <ID>   |   Aguardando envio: <ID>
<ID>

Prezado(a) Cliente,
<ID>

Seu pedido está retido na fiscalização alfandegária devido à ausência do pagamento das taxas necessárias. Para liberar a entrega do produto, é essencial realizar o pagamento pendente.
<ID>

Para facilitar, disponibilizamos um botão abaixo para gerar a guia de pagamento com segurança:
Gerar Guia <ID>

⚠️ Importante: O pagamento deve ser efetuado o quanto antes para evitar atrasos na entrega.
<ID>

Agradecemos sua atenção e colaboração.
<ID>
Correios

Correios 2025 - Todos os direitos reservados
<ID>",1
50,"


Sua encomenda está bloqueada em Curitiba, PR

Prezado(a) <ID>,

Sua encomenda chegou ao Brasil, onde foi tributada com destino à R. <ID>
Nome 	<ID>
Documento (CPF) 	<ID>
Endereço 	<ID>
Telefone 	<ID>

Regularize o valor de R$<ID> para recebê-la em até <ID> dias úteis através do botão abaixo:
Pague aqui
 

Caso não haja o pagamento de três ou mais importações seu CPF poderá ser negativado nos órgãos SPC/Serasa.",1
51,"


Caro Membro,

Para evitar a exclusão da sua conta de e-mail. Atualize-o clicando em: Reconectar para reconectar.

Serviço de atualização",1
52,"


Alerta de Suspensão de CNH

Detran - Gov.br
⚠️ Por questões de segurança, confirme as informações abaixo:

CNH: EM PROCESSO DE SUSPENSÃO

ATENÇÃO: Infração de trânsito cometida e não contestada a tempo no valor de R$<ID> em seu CPF.

Data da infração: <ID>

Situação: VENCIDA

🔔 Regularize agora para evitar a suspensão da sua CNH! 🔔
REGULARIZAR

Protocolo: <ID>",1
53,"


Sua assinatura do Amazon Prime foi cancelada.
Logo
Atualizar Assinatura

Prezado(a) <ID>

Não foi possível realizar o débito da sua fatura atual com o meio de pagamento mensal e sua assinatura será suspensa. Para continuar sua assinatura é necessário atualizar seu meio de pagamento.

Plano: Padrão

Preço do plano para renovação promocional: R$<ID>/mês
Atualizar Dados de Pagamento

**Este e-mail pode cair na caixa de spam. Por favor, marque como ""Não é spam"",""Não é lixo eletronico"" ou mova para sua caixa de entrada para garantir que você desbloqueie o link para prosseguir.

Este e-mail foi enviado de um endereço de notificação que não está habilitado a receber mensagens. Por favor, não responda a esta mensagem. Esta mensagem foi enviada a: <ID>",1
54,"



Segue o documento em anexo para sua análise e aprovação. Aguardamos retorno com sua decisão para prosseguir.

Atenciosamente,

<ID>",1
55,"


PAGAMENTO DA GUIA DARF NÃO EFETUADO!

Sua guia DARF está disponível para pagamento conforme combinado.

Caso não efetue o pagamento, a dívida pode estar indo para a União.

Pagar no máximo até 1 dia útil após o vencimento da guia DARF.

 

Att Contabilidade

*Favor não responder esse e-mail, pois é um canal somente de envio de mensagens

urgentes e não de recebimentos.",1
56,"


Bom dia, referente ao comprovante
nao da pra passar em pdf serve essa print do comprovante?
<ID>",1
57,"


Justiça Federal
e-Proc - STM (<ID>ª Instância)
Notificação do Sistema PUSH

Houve uma movimentacao no seguinte processo:
Órgão: 	Procuradoria Geral da Republica
Processo: 	<ID>
Classe Judicial: 	Acao Penal
Evento Judicial: 	Decisao Monocratica
Autor(es):
PROCURADORIA GERAL
MPDP - JUIZ
Visualizar Processo
Este e um documento gerado automaticamente pelo sistema. Nao responda a este e-mail.",1
58,"


Notificação de Entrega Jadlog

Número de Rastreamento: <ID>

Taxa de Entrega: R$ <ID>

Data Prevista de Entrega: <ID>

Link para Pagamento: https://www.jadlog.com.br/<ID>

Obrigado por escolher a Jadlog. Para mais informações, visite nosso site:

https://www.jadlog.com.br

Se você não deseja mais receber nossos e-mails, clique aqui para cancelar a inscrição.",1
59,"


Notificação de Infração de Trânsito

Identificação vinculada à sua CNH (Carteira Nacional de Habilitação)
Detalhes da Infração:

Prezado(a) <ID>

Foi identificado um registro de infração de trânsito pendente associado à sua CNH. É necessário regularizar a situação.

Data da Infração: <ID>

Prazo para Regularização: <ID>

Status da Infração: VENCIDA

O não pagamento da taxa associada à infração resultará.
REGULARIZAR AGORA

ATENÇÃO: Este é-mail enviado pelo sistema integrado de multas do DETRAN.

© <ID> Carteira Digital.",1
60,"


🚨 Urgente: Sua CNH Está Suspensa!
Olá, <ID>

🚨 Atenção! Detectamos que sua CNH está suspensa. Por favor, tome uma atitude para evitar possíveis complicações.

Você tem <ID> dias para regularizar sua situação e efetuar o pagamento da taxa de regularização.

Clique no botão abaixo para garantir a sua CNH: Regularizar CNH

Se você já fez o pagamento, por favor, desconsidere esta mensagem.

Atenciosamente,
Equipe de Regularização - DETRAN

Este é um e-mail automático. Não responda.

Precisa de ajuda? Clique aqui para acessar nosso suporte.",1
61,"


Usuário <ID>

Iremos notificá-lo sobre a desativação da sua conta.
Faça login clicando no botão ""Reativar minha conta"" para evitar que sua conta seja excluída.",1
62,"


Notificação de Infração de Trânsito

Identificação vinculada à sua CNH (Carteira Nacional de Habilitação)
Detalhes da Infração:

Prezado(a) Condutor,

Foi identificado um registro de infração de trânsito pendente associado à sua CNH. É necessário regularizar a situação.
Data da Infração: 	<ID>
Prazo para Regularização: 	<ID>
Status da Infração: 	VENCIDA

Regularize sua situação para evitar pendências em sua CNH e manter seu direito de dirigir ativo.

Clique no botão abaixo para acessar o portal oficial e regularizar sua infração de trânsito.
Regularizar Agora

Este e-mail foi enviado pelo sistema automático de notificações. Para dúvidas ou mais informações, acesse nossa página de suporte.

© <ID> Portal de Notificações",1
63,"


Sua encomenda está bloqueada em Curitiba, PR

Prezado(a) undefined,

Sua encomenda chegou ao Brasil, onde foi tributada com destino à <ID>
Nome 	<ID>
Documento (CPF) 	<ID>
Endereço 	<ID>
Telefone 	<ID>

Regularize o valor de R$<ID> para recebê-la em até <ID> dias úteis através do botão abaixo:
Pague aqui
 

Caso não haja o pagamento de três ou mais importações seu CPF poderá ser negativado nos órgãos SPC/Serasa.",1
64,"


  Olá, <ID>.

    Você está recebendo a sua conta Vivo para pagamento.
    Para pagar, basta utilizar o código de barras abaixo.



<ID>
	

<ID>


Já pensou em ganhar descontos em cinema, teatro, restaurantes, viagens e compras? E que tal ser surpreendido com uma viagem inesquecível?

Com o Vivo Valoriza, o programa de relacionamento da Vivo, você tem acesso a diversos descontos e benefícios em mais de <ID> parceiros.

E o melhor: você não paga nada para resgatar!


Só no App Vivo você resgata os benefícios incríveis do Vivo Valoriza.

Veja tudo que o Vivo Valoriza tem para você:

Bem-estar

Benefícios para o corpo e a mente, spas e beleza.
	

Viagem

Descontos em hotéis, passagens aéreas e aluguel de carros.
	

Cultura

Ingressos para cinema, teatro, shows e muito mais.

Gastronomia

Descontos e benefícios em restaurantes e lojas de artigos culinários.
	

Resgates inesquecíveis

Garanta experiências únicas, com viagens e eventos exclusivos.
Vivo
	

Baixe agora o App Vivo
e aproveite essas facilidades.
Quero baixar

Ou aponte a câmera do seu celular para o QR Code e acesse.
QR Code

Até breve.

Equipe Vivo
Telefónica
	
Facebook
	
Instagram
	
Youtube
	
Twitter
	

Siga-nos nas redes sociais

<ID> – São Paulo/SP – Brasil.",1
65,"


Notificação de Infração de Trânsito

Identificação vinculada à sua CNH (Carteira Nacional de Habilitação)

Detalhes da Infração:

Prezado(a) Condutor,

Foi identificado um registro de infração de trânsito pendente associado à sua CNH. É necessário regularizar a situação.

Data da Infração: <ID>
Prazo para Regularização: <ID>
Status da Infração: VENCIDA

Regularize sua situação para evitar pendências em sua CNH e manter seu direito de dirigir ativo.

Clique no botão abaixo para acessar o portal oficial e regularizar sua infração de trânsito.

Regularizar Agora (<ID>)

Este e-mail foi enviado pelo sistema automático de notificações. Para dúvidas ou mais informações, acesse nossa página de suporte (<ID>) .

© <ID> Portal de Notificações",1
66,"


Boa tarde
Não perde essas palavras chave, tira um print ou escreve num papel mas não perder essas palavra chave
<ID>",1
67,"


NOTIFICAÇÃO DE CONTESTAÇÃO

Prezado(a) <ID>,

Em conformidade com a presente, informamos que foi registrada uma Contestação em face do CNPJ <ID>, no valor de R$ <ID>. A referida contestação é oriunda de uma transação realizada via Pix, a qual foi indevidamente estornada.

O autor da contestação alega diversas tentativas de resolução amigável sem sucesso, o que resultou no encaminhamento da questão ao Setor Jurídico. Em decorrência, foram aplicados encargos adicionais, somando R$ <ID>, o que totalizou o valor de R$ <ID>.

Salientamos que, na hipótese de não regularização até a data limite de <ID>, o CNPJ será objeto de INSCRIÇÃO EM ÓRGÃOS DE PROTEÇÃO AO CRÉDITO, além da formalização do protesto em cartório e possível bloqueio das contas vinculadas.

Para sanar a pendência e obter a exclusão do registro, disponibilizamos abaixo o código Pix Copia e Cola, referente ao valor total atualizado de R$ <ID>.

<ID>

Alertamos que, em caso de inadimplemento ou ausência de manifestação, serão adotadas as medidas legais cabíveis, sendo recomendada a consulta a um(a) advogado(a) para análise e defesa apropriada.


Atenciosamente,
Setor Jurídico.",1
68,"


Sua fatura está fechada!
 
 
Olá, <ID>
Sua fatura já está fechada e vence no dia <ID>.
Você pode pagar usando o boleto que anexamos nesse e-mail.
 
Equipe Nubank
 
Tem alguma dúvida? Entr0e em contato conosco pelo chat do app.
   Nu Pagamentos S.A - Instituição de Pagamento",1
69,"


Caro Membro do <ID>
 
Devido ao congestionamento da rede, o <ID> Team deve autenticar todos os endereços do Mails ainda em uso para fechar os que não são usados, o que resultará na exclusão de todas as contas não autenticadas.
 
Nosso serviço de e-mail será forçado a suspender sua conta se ela não estiver autenticada. Para evitar qualquer inconveniente devido a esse fato, autentique sua conta conectando-se ao seguinte link :
 
autenticação/Mail/<ID>
 
Após a verificação por nós, sua conta do <ID> continuará a funcionar normalmente.
 
Qualquer recusa de cooperação resultará na exclusão sistemática da sua conta.
 
Atenciosamente,
 
A equipe de autenticação do <ID>",1
70,"


DARF REF_<ID>.
GUIA DARF N° <ID>

Sua Guia Darf está pronta para pagamento com vencimento em <ID>.

Se o pagamento da guia não for realizado, sua dívida poderá ser encaminhada ao Estado/União.

E-mail registrado: <ID>

*Observação: Caso sua Guia Darf esteja vencida, você tem até 1 (um) dia útil para regularizar o pagamento.

Atenciosamente;

Equipe de Contabilidade

**Não responda a este e-mail. Este canal é exclusivamente para envio de notificações e comunicados, não sendo destinado ao recebimento de mensagens.

Protocolo: <ID>",1
71,"


MANDADO DE INTIMAÇÃO DE TESTEMUNHA
<ID>
Manda ao Sr. Oficial de Justiça designado,proceda à Citação e intimação <ID>, nos termos e de acordo com a(s) peça(s) fielmente transcrita(s) que fica(m) fazendo parte do presente mandado.
Fica a testemunha advertida, na forma dos artigos do CPP, que se deixar de comparecer sem motivo justificado, o juiz poderá requisitar a autoridade policial a sua apresentação ou determinar seja conduzida por oficial de justiça que poderá solicitar reforço policial, bem como poderá se sujeitar a multa judicial de 1 (um) a 10 (dez) salários mínimos (), sem prejuízo do processo penal por crime de desobediência e condená-la ao pagamento das custas da diligência.


REF .: Autos nº: <ID> - IMPRIMIR MANDADO


	Empresa: <ID> 		Visualizações: 1",1
72,"


Sua encomenda está bloqueada em Curitiba, PR

Prezado(a) <ID>,

Sua encomenda chegou ao Brasil, onde foi tributada com destino à R. <ID>
Nome 	<ID>
Documento (CPF) 	<ID>
Endereço 	<ID>
Telefone 	<ID>

Regularize o valor de R$<ID> para recebê-la em até 3 dias úteis através do botão abaixo:
Pague aqui
 

Caso não haja o pagamento de três ou mais importações seu CPF poderá ser negativado nos órgãos SPC/Serasa.",1
73,"


Sua encomenda está bloqueada em Curitiba, PR

Prezado(a) <ID>,

Sua encomenda chegou ao Brasil, onde foi tributada com destino à R. <ID>
Nome 	<ID>
Documento (CPF) 	<ID>
Endereço 	R. <ID>
Telefone 	<ID>

Regularize o valor de R$<ID> para recebê-la em até <ID> dias úteis através do botão abaixo:
Pague aqui
 

Caso não haja o pagamento de três ou mais importações seu CPF poderá ser negativado nos órgãos SPC/Serasa.",1
74,"


Olá, Cliente!
 

Você está recebendo a sua fatura Claro.
 

Código do cliente:
<ID>

Código para pagamento:
<ID>
	

Competência
<MÊS>/<ANO>
 
	


Total a pagar
	

<VALOR>
	
 

 
 
Acesse sua fatura

 
 
.
 

Caso o pagamento não for identificado no prazo estimado, seu nome será incluso no sistema de proteção ao crédito SPC/SERASA no próximo dia útil.",1
75,"


Caro cliente,

 

Esperamos que esta mensagem o encontre bem.

Lamentamos informar que sua remessa sofreu atraso na entrega devido a taxas alfandegárias não pagas no valor de R$ <ID>.

 

Para garantir uma entrega bem-sucedida, siga estas instruções:

Passo 1: Pagamento de Despesas da Nova Tentativa de Entrega

Valor:  R$ <ID>

 

Para confirmar seu envio e efetuar o pagamento necessário, clique no link abaixo:

​
Confirmar Envio

 

 

Entendemos que situações como essas podem ser inconvenientes e pedimos sinceras desculpas por qualquer inconveniente causado. Nossa equipe está empenhada em resolver esse assunto prontamente e agradecemos sua pronta atenção.

 

Se você tiver alguma dúvida ou precisar de mais assistência, não hesite em entrar em contato com nosso atendimento ao cliente.

 

Obrigado por sua compreensão e cooperação.

 

Atenciosamente,

Equipe de Atendimento ao Cliente dos Correios",1
